Age,Sex,Race,Marital status,Education,Employment,Incomes,Number of books read,Printed books?,Audiobooks?,E-books?,Source of the last book read,Daily news/newspapers reader?,Magazines/Journals reader?
18,Male,Other,Never been married,High school,Unemployed,$100k-150k,2,Yes,No,No,Other sources,No,No
61,Female,Native American,Divorced,High school,Retired,$10k-20k,2,Yes,No,No,Purchased,Yes,No
59,Male,Mixed race,Married,High school,Disabled,$50k-75k,2,Yes,No,No,Purchased,Yes,Yes
39,Female,Mixed race,Married,Some college,Employed part-time,$20k-30k,2,Yes,Yes,No,Purchased,No,Yes
32,Male,Mixed race,Divorced,College,Employed full-time,$30k-40k,2,Yes,No,Yes,Other sources,No,No
30,Female,Mixed race,Married,Some high school,Employed part-time,$40k-50k,2,Yes,No,No,Purchased,No,No
56,Female,Asian/Pacific Islander,Married,College,Employed full-time,$50k-75k,2,Yes,Yes,No,Purchased,No,No
41,Female,Asian/Pacific Islander,Divorced,Post-graduate,Employed full-time,$50k-75k,2,Yes,No,No,Borrowed from library,No,No
39,Male,Asian/Pacific Islander,Married,College,Employed full-time,$100k-150k,2,Yes,No,No,Borrowed from others,No,Yes
25,Male,Asian/Pacific Islander,Married,College,Unemployed,$20k-30k,2,Yes,No,No,Borrowed from others,Yes,No
84,Female,Black/African-American,Widowed,Post-graduate,Retired,$20k-30k,2,Yes,No,No,Borrowed from others,Yes,No
81,Female,Black/African-American,Widowed,High school,Unemployed,<$10k,2,Yes,No,No,Borrowed from others,No,Yes
77,Male,Black/African-American,Widowed,Some college,Retired,$30k-40k,2,Yes,No,No,Borrowed from others,Yes,No
62,Female,Black/African-American,Widowed,High school,Retired,$10k-20k,2,Yes,No,Yes,Purchased,Yes,No
62,Female,Black/African-American,Divorced,Trade school,Retired,$20k-30k,2,Yes,No,No,Borrowed from others,Yes,No
58,Male,Black/African-American,Never been married,Some college,Employed full-time,$50k-75k,2,Yes,No,No,Purchased,Yes,No
56,Female,Black/African-American,Widowed,Post-graduate,Employed full-time,$75k-100k,2,Yes,No,No,Borrowed from others,No,No
55,Female,Black/African-American,Divorced,Some college,Employed full-time,$40k-50k,2,Yes,No,No,Purchased,No,No
52,Female,Black/African-American,Living with a partner,Some college,Unemployed,$100k-150k,2,Yes,No,No,Purchased,No,Yes
51,Female,Black/African-American,Married,College,Employed full-time,$75k-100k,2,Yes,Yes,No,Purchased,Yes,Yes
51,Female,Black/African-American,Widowed,Some college,Employed full-time,$50k-75k,2,Yes,Yes,No,Purchased,Yes,No
50,Male,Black/African-American,Never been married,Some college,Employed part-time,<$10k,2,Yes,No,No,Borrowed from library,Yes,Yes
50,Female,Black/African-American,Married,Post-graduate,Employed full-time,$75k-100k,2,Yes,No,Yes,Other sources,Yes,Yes
50,Male,Black/African-American,Married,High school,Employed full-time,$50k-75k,2,Yes,No,No,Other sources,Yes,No
47,Male,Black/African-American,Married,College,Employed full-time,$75k-100k,2,Yes,No,No,Purchased,Yes,No
47,Male,Black/African-American,Married,High school,Unemployed,$10k-20k,2,Yes,No,No,Purchased,No,No
40,Female,Black/African-American,Never been married,Some college,Employed full-time,$50k-75k,2,Yes,No,No,Purchased,Yes,Yes
40,Male,Black/African-American,Never been married,High school,Employed part-time,<$10k,2,Yes,No,No,Borrowed from others,No,No
38,Male,Black/African-American,Married,High school,Employed full-time,$20k-30k,2,Yes,No,No,Purchased,Yes,No
36,Male,Black/African-American,Married,College,Unemployed,$10k-20k,2,Yes,No,No,Borrowed from others,Yes,No
32,Female,Black/African-American,Living with a partner,Some college,Employed part-time,$20k-30k,2,Yes,No,No,Borrowed from others,Yes,Yes
32,Female,Black/African-American,Divorced,Some high school,Employed part-time,<$10k,2,Yes,No,No,Borrowed from others,No,No
31,Male,Black/African-American,Living with a partner,Some college,Employed full-time,$50k-75k,2,Yes,No,No,Other sources,Yes,Yes
24,Male,Black/African-American,Never been married,Some college,Employed part-time,$20k-30k,2,Yes,Yes,No,Purchased,No,No
24,Male,Black/African-American,Married,Some college,Employed part-time,$100k-150k,2,Yes,Yes,Yes,Purchased,Yes,No
18,Male,Black/African-American,Never been married,High school,Employed part-time,$75k-100k,2,Yes,No,No,Borrowed from library,No,No
16,Female,Black/African-American,Never been married,Some high school,Employed part-time,$40k-50k,2,Yes,No,No,Purchased,No,Yes
88,Female,White,Widowed,High school,Retired,$10k-20k,2,Yes,No,No,Borrowed from others,Yes,Yes
80,Male,White,Widowed,High school,Retired,$30k-40k,2,No,No,No,Other sources,Yes,No
74,Female,White,Widowed,High school,Retired,$20k-30k,2,Yes,No,No,Borrowed from others,Yes,No
73,Male,White,Married,Post-graduate,Retired,$100k-150k,2,Yes,No,No,Borrowed from others,Yes,Yes
71,Male,White,Widowed,High school,Retired,$30k-40k,2,Yes,No,No,Purchased,Yes,Yes
71,Female,White,Married,College,Self-employed,$75k-100k,2,Yes,No,No,Purchased,No,Yes
71,Female,White,Never been married,College,Retired,$50k-75k,2,Yes,No,No,Borrowed from library,Yes,Yes
70,Female,White,Married,High school,Employed part-time,$30k-40k,2,Yes,No,No,Borrowed from others,Yes,Yes
70,Male,White,Married,Some college,Retired,$50k-75k,2,Yes,No,No,Purchased,Yes,No
69,Female,White,Married,High school,Retired,$20k-30k,2,Yes,No,No,Purchased,Yes,Yes
69,Male,White,Widowed,High school,Disabled,$10k-20k,2,Yes,No,No,Borrowed from others,No,No
67,Male,White,Married,Some college,Employed full-time,$40k-50k,2,Yes,No,No,Borrowed from others,No,No
67,Male,White,Never been married,Some college,Disabled,$10k-20k,2,Yes,No,No,Borrowed from others,No,No
66,Female,White,Divorced,Some college,Retired,$30k-40k,2,Yes,No,No,Purchased,No,Yes
66,Male,White,Married,Some college,Retired,$30k-40k,2,Yes,No,No,Purchased,Yes,No
65,Female,White,Divorced,Some college,Disabled,$100k-150k,2,Yes,No,No,Borrowed from others,Yes,No
65,Female,White,Married,High school,Retired,$40k-50k,2,Yes,No,No,Borrowed from others,No,Yes
65,Female,White,Married,High school,Retired,$20k-30k,2,Yes,No,No,Borrowed from others,No,No
64,Male,White,Divorced,College,Employed full-time,$100k-150k,2,Yes,No,No,Other sources,Yes,Yes
64,Male,White,Divorced,College,Disabled,$10k-20k,2,Yes,No,No,Purchased,No,No
62,Female,White,Widowed,High school,Unemployed,$10k-20k,2,No,No,No,Borrowed from others,Yes,No
62,Male,White,Married,Post-graduate,Employed full-time,$100k-150k,2,Yes,No,Yes,Purchased,Yes,No
61,Female,White,Married,Some college,Unemployed,$30k-40k,2,Yes,No,No,Borrowed from others,No,No
61,Male,White,Married,College,Retired,$100k-150k,2,Yes,No,No,Purchased,Yes,No
61,Female,White,Widowed,Some college,Employed full-time,$40k-50k,2,Yes,No,No,Borrowed from others,Yes,Yes
61,Female,White,Married,High school,Retired,$50k-75k,2,Yes,No,No,Borrowed from library,Yes,No
61,Female,White,Married,High school,Unemployed,$50k-75k,2,Yes,Yes,Yes,Purchased,Yes,No
60,Male,White,Married,College,Employed full-time,$100k-150k,2,Yes,No,No,Other sources,No,Yes
60,Male,White,Married,Some college,Retired,$100k-150k,2,Yes,Yes,No,Borrowed from others,Yes,Yes
60,Male,White,Married,Some college,Employed full-time,$100k-150k,2,Yes,No,No,Other sources,Yes,Yes
60,Male,White,Married,Trade school,Employed full-time,$75k-100k,2,No,No,No,Borrowed from others,Yes,Yes
59,Female,White,Living with a partner,Some college,Unemployed,<$10k,2,Yes,No,No,Borrowed from others,Yes,No
58,Male,White,Married,Post-graduate,Employed full-time,$100k-150k,2,Yes,No,Yes,Purchased,Yes,Yes
58,Female,White,Married,Some high school,Unemployed,$30k-40k,2,Yes,No,No,Other sources,Yes,Yes
57,Female,White,Divorced,High school,Employed full-time,$100k-150k,2,Yes,No,No,Borrowed from others,Yes,Yes
56,Female,White,Divorced,High school,Employed full-time,$10k-20k,2,Yes,No,No,Borrowed from others,No,Yes
56,Male,White,Married,Some college,Employed full-time,$50k-75k,2,Yes,No,No,Purchased,Yes,No
55,Female,White,Divorced,College,Retired,$30k-40k,2,Yes,No,No,Purchased,Yes,Yes
55,Female,White,Married,Some high school,Employed full-time,$40k-50k,2,Yes,No,No,Purchased,Yes,Yes
54,Female,White,Married,High school,Employed part-time,$30k-40k,2,Yes,No,No,Other sources,No,Yes
53,Male,White,Married,Some college,Employed full-time,$50k-75k,2,Yes,No,No,Borrowed from others,No,Yes
52,Female,White,Never been married,Post-graduate,Employed full-time,$30k-40k,2,Yes,No,No,Purchased,Yes,Yes
52,Female,White,Widowed,Some college,Employed full-time,$30k-40k,2,No,No,Yes,Other sources,Yes,No
52,Male,White,Married,High school,Employed full-time,$50k-75k,2,Yes,No,No,Other sources,Yes,No
52,Female,White,Married,High school,Employed full-time,$40k-50k,2,Yes,No,Yes,Purchased,Yes,Yes
51,Female,White,Married,Post-graduate,Employed part-time,$100k-150k,2,Yes,No,No,Borrowed from others,No,Yes
51,Male,White,Divorced,Some college,Employed full-time,$50k-75k,2,Yes,No,No,Borrowed from library,Yes,Yes
51,Male,White,Divorced,Post-graduate,Employed full-time,$75k-100k,2,Yes,No,No,Other sources,No,No
51,Male,White,Divorced,High school,Retired,$50k-75k,2,Yes,No,No,Purchased,No,Yes
47,Male,White,Married,Some college,Employed full-time,$75k-100k,2,Yes,No,No,Borrowed from others,Yes,No
47,Male,White,Married,College,Employed full-time,$100k-150k,2,Yes,No,No,Purchased,No,Yes
46,Female,White,Married,College,Employed part-time,$100k-150k,2,Yes,No,No,Purchased,Yes,Yes
45,Female,White,Separated,College,Employed full-time,$30k-40k,2,Yes,No,No,Purchased,No,No
45,Female,White,Living with a partner,High school,Employed full-time,$40k-50k,2,Yes,Yes,No,Purchased,Yes,Yes
44,Female,White,Married,College,Employed full-time,$75k-100k,2,Yes,No,No,Borrowed from others,No,No
44,Female,White,Divorced,Some high school,Employed full-time,$20k-30k,2,Yes,No,No,Borrowed from others,No,Yes
44,Male,White,Married,Post-graduate,Employed full-time,$75k-100k,2,Yes,No,Yes,Purchased,Yes,Yes
43,Female,White,Divorced,Some college,Employed part-time,$30k-40k,2,Yes,No,No,Borrowed from others,Yes,No
43,Male,White,Married,Some college,Employed full-time,$30k-40k,2,Yes,No,No,Purchased,No,No
42,Male,White,Living with a partner,Some college,Employed full-time,$20k-30k,2,Yes,No,No,Borrowed from others,No,No
39,Female,White,Married,Post-graduate,Employed part-time,$100k-150k,2,Yes,No,No,Borrowed from library,No,No
39,Female,White,Living with a partner,Some college,Employed full-time,$100k-150k,2,Yes,No,No,Other sources,Yes,No
39,Female,White,Married,Some college,Employed full-time,$100k-150k,2,Yes,No,No,Purchased,No,Yes
39,Male,White,Married,College,Employed full-time,$40k-50k,2,Yes,No,No,Borrowed from library,Yes,No
39,Male,White,Married,Some college,Employed full-time,$100k-150k,2,Yes,No,No,Purchased,No,No
37,Male,White,Never been married,Some college,Employed part-time,$50k-75k,2,Yes,No,Yes,Purchased,Yes,No
35,Female,White,Married,College,Employed full-time,$100k-150k,2,Yes,No,No,Purchased,Yes,No
35,Female,White,Separated,Some high school,Unemployed,<$10k,2,Yes,No,No,Borrowed from others,No,Yes
34,Female,White,Never been married,High school,Employed full-time,$10k-20k,2,Yes,No,No,Purchased,No,Yes
33,Female,White,Married,Some high school,Employed full-time,$100k-150k,2,Yes,No,No,Borrowed from others,No,No
32,Female,White,Married,High school,Employed part-time,$40k-50k,2,Yes,No,No,Purchased,No,No
32,Male,White,Married,Post-graduate,Employed full-time,$100k-150k,2,Yes,No,No,Purchased,No,No
32,Male,White,Married,Some college,Employed full-time,$50k-75k,2,Yes,No,No,Other sources,Yes,Yes
31,Female,White,Married,College,Unemployed,$50k-75k,2,Yes,Yes,Yes,Other sources,No,Yes
31,Female,White,Married,High school,Employed full-time,$100k-150k,2,Yes,No,No,Purchased,No,No
30,Male,White,Married,College,Employed full-time,$50k-75k,2,Yes,No,Yes,Borrowed from library,Yes,No
28,Male,White,Never been married,College,Employed full-time,$50k-75k,2,No,Yes,No,Other sources,Yes,No
28,Male,White,Married,College,Employed full-time,$75k-100k,2,Yes,No,Yes,Borrowed from others,Yes,Yes
27,Female,White,Living with a partner,Post-graduate,Employed full-time,<$10k,2,Yes,No,No,Borrowed from others,Yes,No
27,Male,White,Married,College,Employed full-time,$50k-75k,2,Yes,No,No,Borrowed from others,Yes,No
27,Female,White,Married,Some college,Unemployed,$30k-40k,2,Yes,No,No,Other sources,No,No
26,Male,White,Never been married,Post-graduate,Student,<$10k,2,Yes,No,No,Borrowed from others,No,No
26,Female,White,Married,Post-graduate,Self-employed,$100k-150k,2,Yes,No,No,Borrowed from others,Yes,Yes
26,Male,White,Married,High school,Employed full-time,$50k-75k,2,Yes,No,Yes,Purchased,Yes,No
26,Female,White,Married,Some college,Employed full-time,$100k-150k,2,No,No,Yes,Purchased,No,No
25,Male,White,Living with a partner,College,Unemployed,$50k-75k,2,Yes,No,No,Purchased,No,Yes
25,Female,White,Married,College,Employed full-time,$75k-100k,2,Yes,No,No,Purchased,No,Yes
25,Male,White,Never been married,Some college,Employed full-time,$20k-30k,2,Yes,No,No,Purchased,No,Yes
23,Male,White,Never been married,Post-graduate,Employed full-time,$20k-30k,2,Yes,No,No,Purchased,Yes,Yes
22,Female,White,Never been married,Some college,Employed full-time,$10k-20k,2,Yes,No,No,Borrowed from others,No,Yes
22,Male,White,Married,Some college,Employed full-time,$75k-100k,2,Yes,No,No,Borrowed from others,No,No
21,Female,White,Living with a partner,Some college,Employed full-time,$20k-30k,2,Yes,No,No,Other sources,Yes,No
20,Male,White,Never been married,Some college,Employed part-time,$100k-150k,2,No,No,No,Purchased,Yes,Yes
19,Female,White,Never been married,Some college,Employed part-time,$75k-100k,2,No,No,No,Other sources,Yes,No
18,Male,White,Living with a partner,High school,Employed full-time,$30k-40k,2,Yes,No,No,Borrowed from others,Yes,No
18,Male,White,Never been married,High school,Employed part-time,<$10k,2,Yes,No,No,Borrowed from library,Yes,Yes
17,Male,White,Never been married,Some high school,Unemployed,$30k-40k,2,Yes,No,No,Other sources,Yes,No
17,Male,White,Never been married,Some high school,Employed part-time,$100k-150k,2,Yes,No,No,Borrowed from library,Yes,Yes
17,Female,White,Never been married,Some high school,Unemployed,$100k-150k,2,Yes,No,No,Borrowed from others,Yes,No
53,Male,Native American,Married,High school,Employed full-time,$20k-30k,1,No,No,No,Borrowed from others,No,Yes
65,Female,Mixed race,Divorced,College,Unemployed,<$10k,1,Yes,No,No,Borrowed from others,Yes,No
62,Male,Mixed race,Married,Some college,Employed full-time,$75k-100k,1,Yes,No,No,Purchased,No,No
48,Male,Mixed race,Married,Trade school,Unemployed,<$10k,1,Yes,No,No,Borrowed from library,No,No
39,Female,Mixed race,Separated,Some high school,Unemployed,$20k-30k,1,Yes,No,No,Borrowed from others,No,No
30,Male,Mixed race,Never been married,Trade school,Employed full-time,$20k-30k,1,Yes,No,No,Other sources,Yes,Yes
49,Male,Asian/Pacific Islander,Married,High school,Self-employed,$50k-75k,1,Yes,No,No,Other sources,Yes,No
25,Male,Asian/Pacific Islander,Married,Post-graduate,Employed full-time,$100k-150k,1,Yes,No,No,Purchased,Yes,No
78,Female,Black/African-American,Married,Some high school,Retired,$10k-20k,1,Yes,No,No,Purchased,Yes,No
75,Female,Black/African-American,Divorced,Post-graduate,Retired,<$10k,1,Yes,No,No,Borrowed from library,No,No
58,Female,Black/African-American,Never been married,Some high school,Employed full-time,$10k-20k,1,Yes,No,No,Purchased,No,No
56,Female,Black/African-American,Married,Post-graduate,Retired,$100k-150k,1,Yes,No,Yes,Purchased,Yes,Yes
55,Female,Black/African-American,Married,High school,Employed full-time,$50k-75k,1,Yes,No,No,Purchased,No,No
54,Male,Black/African-American,Never been married,High school,Employed part-time,$10k-20k,1,Yes,No,No,Other sources,Yes,No
50,Male,Black/African-American,Never been married,High school,Employed full-time,$10k-20k,1,Yes,No,No,Borrowed from others,Yes,Yes
41,Male,Black/African-American,Never been married,High school,Employed full-time,$40k-50k,1,Yes,No,No,Borrowed from others,Yes,No
40,Male,Black/African-American,Never been married,College,Self-employed,$100k-150k,1,No,No,No,Purchased,Yes,Yes
34,Female,Black/African-American,Never been married,Some college,Unemployed,$20k-30k,1,Yes,No,No,Other sources,No,No
31,Female,Black/African-American,Living with a partner,High school,Employed full-time,$20k-30k,1,Yes,No,No,Borrowed from others,No,Yes
30,Male,Black/African-American,Married,College,Employed full-time,$75k-100k,1,Yes,No,No,Borrowed from others,Yes,No
23,Male,Black/African-American,Never been married,High school,Employed full-time,$100k-150k,1,No,No,No,Other sources,Yes,No
20,Male,Black/African-American,Never been married,Some college,Employed part-time,$100k-150k,1,No,Yes,No,Purchased,No,No
19,Female,Black/African-American,Never been married,High school,Student,$30k-40k,1,Yes,No,No,Purchased,Yes,Yes
18,Female,Black/African-American,Never been married,Some high school,Employed part-time,<$10k,1,No,No,Yes,Borrowed from library,No,Yes
18,Male,Black/African-American,Living with a partner,High school,Employed full-time,$40k-50k,1,Yes,No,No,Purchased,No,No
16,Female,Black/African-American,Single,Some high school,Unemployed,$100k-150k,1,Yes,No,No,Borrowed from library,Yes,Yes
85,Female,White,Widowed,High school,Unemployed,$50k-75k,1,Yes,No,No,Purchased,Yes,Yes
82,Female,White,Widowed,College,Retired,$75k-100k,1,Yes,No,No,Borrowed from others,Yes,Yes
82,Male,White,Married,Some college,Retired,$50k-75k,1,Yes,No,No,Borrowed from others,Yes,Yes
82,Female,White,Married,High school,Retired,$10k-20k,1,No,No,No,Other sources,Yes,No
81,Female,White,Married,High school,Retired,$100k-150k,1,Yes,No,No,Borrowed from others,No,No
79,Female,White,Single,Some college,Retired,$100k-150k,1,Yes,No,No,Other sources,No,No
77,Female,White,Married,Post-graduate,Retired,$40k-50k,1,Yes,No,Yes,Purchased,Yes,Yes
73,Male,White,Married,College,Employed part-time,$75k-100k,1,Yes,No,No,Borrowed from others,Yes,Yes
72,Female,White,Married,High school,Retired,$20k-30k,1,Yes,No,No,Purchased,Yes,No
71,Female,White,Widowed,High school,Retired,<$10k,1,Yes,No,No,Purchased,Yes,No
